"","crashYear","crashSever","regname","regid","taname","taid","crashcnt"
"983",2021,"Non-Injury Crash","Northland Region","01","Kaipara District","003",74
"984",2021,"Non-Injury Crash","Northland Region","01","Whangarei District","002",329
"985",2021,"Non-Injury Crash","Otago Region","14","Central Otago District","069",50
"986",2021,"Non-Injury Crash","Otago Region","14","Clutha District","072",93
"987",2021,"Non-Injury Crash","Otago Region","14","Dunedin City","071",543
"988",2021,"Non-Injury Crash","Otago Region","14","Queenstown-Lakes District","070",105
"989",2021,"Non-Injury Crash","Otago Region","14","Waitaki District","068",96
"990",2021,"Non-Injury Crash","Southland Region","15","Gore District","074",71
"991",2021,"Non-Injury Crash","Southland Region","15","Invercargill City","075",288
"992",2021,"Non-Injury Crash","Southland Region","15","Southland District","073",133
"993",2021,"Non-Injury Crash","Taranaki Region","07","New Plymouth District","033",371
"994",2021,"Non-Injury Crash","Taranaki Region","07","South Taranaki District","035",142
"995",2021,"Non-Injury Crash","Taranaki Region","07","Stratford District","034",56
"996",2021,"Non-Injury Crash","Tasman Region","16","Tasman District","051",162
"997",2021,"Non-Injury Crash","Waikato Region","03","Hamilton City","016",776
"998",2021,"Non-Injury Crash","Waikato Region","03","Hauraki District","012",102
"999",2021,"Non-Injury Crash","Waikato Region","03","Matamata-Piako District","015",149
"1000",2021,"Non-Injury Crash","Waikato Region","03","Rotorua District","024",25
"1001",2021,"Non-Injury Crash","Waikato Region","03","South Waikato District","019",171
"1002",2021,"Non-Injury Crash","Waikato Region","03","Taupo District","021",191
"1003",2021,"Non-Injury Crash","Waikato Region","03","Thames-Coromandel District","011",78
"1004",2021,"Non-Injury Crash","Waikato Region","03","Waikato District","013",364
"1005",2021,"Non-Injury Crash","Waikato Region","03","Waipa District","017",161
"1006",2021,"Non-Injury Crash","Waikato Region","03","Waitomo District","020",80
"1007",2021,"Non-Injury Crash","Waikato Region","03","Ōtorohanga District","018",53
"1008",2021,"Non-Injury Crash","Wellington Region","09","Carterton District","049",42
"1009",2021,"Non-Injury Crash","Wellington Region","09","Kapiti Coast District","043",106
"1010",2021,"Non-Injury Crash","Wellington Region","09","Lower Hutt City","046",490
"1011",2021,"Non-Injury Crash","Wellington Region","09","Masterton District","048",109
"1012",2021,"Non-Injury Crash","Wellington Region","09","Porirua City","044",284
"1013",2021,"Non-Injury Crash","Wellington Region","09","South Wairarapa District","050",28
"1014",2021,"Non-Injury Crash","Wellington Region","09","Upper Hutt City","045",117
"1015",2021,"Non-Injury Crash","Wellington Region","09","Wellington City","047",737
"1016",2021,"Non-Injury Crash","West Coast Region","12","Buller District","055",57
"1017",2021,"Non-Injury Crash","West Coast Region","12","Grey District","056",37
"1018",2021,"Non-Injury Crash","West Coast Region","12","Westland District","057",17
"1019",2021,"Serious Crash","Area Outside Region","99","Chatham Islands Territory","067",1
"1020",2021,"Serious Crash","Auckland Region","02","Auckland","076",319
"1021",2021,"Serious Crash","Bay of Plenty Region","04","Kawerau District","026",2
"1022",2021,"Serious Crash","Bay of Plenty Region","04","Rotorua District","024",15
"1023",2021,"Serious Crash","Bay of Plenty Region","04","Taupo District","021",2
"1024",2021,"Serious Crash","Bay of Plenty Region","04","Tauranga City","023",20
"1025",2021,"Serious Crash","Bay of Plenty Region","04","Western Bay of Plenty District","022",25
"1026",2021,"Serious Crash","Bay of Plenty Region","04","Whakatane District","025",23
"1027",2021,"Serious Crash","Bay of Plenty Region","04","Ōpōtiki District","027",6
"1028",2021,"Serious Crash","Canterbury Region","13","Ashburton District","063",9
"1029",2021,"Serious Crash","Canterbury Region","13","Christchurch City","060",76
"1030",2021,"Serious Crash","Canterbury Region","13","Hurunui District","058",10
"1031",2021,"Serious Crash","Canterbury Region","13","Kaikoura District","054",2
"1032",2021,"Serious Crash","Canterbury Region","13","Selwyn District","062",6
"1033",2021,"Serious Crash","Canterbury Region","13","Timaru District","064",14
"1034",2021,"Serious Crash","Canterbury Region","13","Waimakariri District","059",11
"1035",2021,"Serious Crash","Canterbury Region","13","Waimate District","066",7
"1036",2021,"Serious Crash","Canterbury Region","13","Waitaki District","068",2
"1037",2021,"Serious Crash","Gisborne Region","05","Gisborne District","028",41
"1038",2021,"Serious Crash","Hawke's Bay Region","06","Central Hawke's Bay District","032",12
"1039",2021,"Serious Crash","Hawke's Bay Region","06","Hastings District","030",33
"1040",2021,"Serious Crash","Hawke's Bay Region","06","Napier City","031",26
"1041",2021,"Serious Crash","Hawke's Bay Region","06","Wairoa District","029",20
"1042",2021,"Serious Crash","Manawatū-Whanganui Region","08","Horowhenua District","042",18
"1043",2021,"Serious Crash","Manawatū-Whanganui Region","08","Manawatu District","039",18
"1044",2021,"Serious Crash","Manawatū-Whanganui Region","08","Palmerston North City","040",28
"1045",2021,"Serious Crash","Manawatū-Whanganui Region","08","Rangitikei District","038",13
"1046",2021,"Serious Crash","Manawatū-Whanganui Region","08","Ruapehu District","036",18
"1047",2021,"Serious Crash","Manawatū-Whanganui Region","08","Tararua District","041",22
"1048",2021,"Serious Crash","Manawatū-Whanganui Region","08","Waitomo District","020",1
"1049",2021,"Serious Crash","Manawatū-Whanganui Region","08","Whanganui District","037",26
"1050",2021,"Serious Crash","Marlborough Region","18","Marlborough District","053",8
"1051",2021,"Serious Crash","Nelson Region","17","Nelson City","052",10
"1052",2021,"Serious Crash","Northland Region","01","Far North District","001",39
"1053",2021,"Serious Crash","Northland Region","01","Kaipara District","003",15
"1054",2021,"Serious Crash","Northland Region","01","Whangarei District","002",27
"1055",2021,"Serious Crash","Otago Region","14","Central Otago District","069",11
"1056",2021,"Serious Crash","Otago Region","14","Clutha District","072",14
"1057",2021,"Serious Crash","Otago Region","14","Dunedin City","071",37
"1058",2021,"Serious Crash","Otago Region","14","Queenstown-Lakes District","070",5
"1059",2021,"Serious Crash","Otago Region","14","Waitaki District","068",11
"1060",2021,"Serious Crash","Southland Region","15","Gore District","074",7
"1061",2021,"Serious Crash","Southland Region","15","Invercargill City","075",21
"1062",2021,"Serious Crash","Southland Region","15","Southland District","073",26
"1063",2021,"Serious Crash","Taranaki Region","07","New Plymouth District","033",33
"1064",2021,"Serious Crash","Taranaki Region","07","South Taranaki District","035",14
"1065",2021,"Serious Crash","Taranaki Region","07","Stratford District","034",6
"1066",2021,"Serious Crash","Tasman Region","16","Tasman District","051",19
"1067",2021,"Serious Crash","Waikato Region","03","Hamilton City","016",36
"1068",2021,"Serious Crash","Waikato Region","03","Hauraki District","012",21
"1069",2021,"Serious Crash","Waikato Region","03","Matamata-Piako District","015",26
"1070",2021,"Serious Crash","Waikato Region","03","Rotorua District","024",3
"1071",2021,"Serious Crash","Waikato Region","03","South Waikato District","019",37
"1072",2021,"Serious Crash","Waikato Region","03","Taupo District","021",18
"1073",2021,"Serious Crash","Waikato Region","03","Thames-Coromandel District","011",19
"1074",2021,"Serious Crash","Waikato Region","03","Waikato District","013",36
"1075",2021,"Serious Crash","Waikato Region","03","Waipa District","017",17
"1076",2021,"Serious Crash","Waikato Region","03","Waitomo District","020",9
"1077",2021,"Serious Crash","Waikato Region","03","Ōtorohanga District","018",8
"1078",2021,"Serious Crash","Wellington Region","09","Carterton District","049",3
"1079",2021,"Serious Crash","Wellington Region","09","Kapiti Coast District","043",13
"1080",2021,"Serious Crash","Wellington Region","09","Lower Hutt City","046",22
"1081",2021,"Serious Crash","Wellington Region","09","Masterton District","048",17
"1082",2021,"Serious Crash","Wellington Region","09","Porirua City","044",10
"1083",2021,"Serious Crash","Wellington Region","09","South Wairarapa District","050",7
"1084",2021,"Serious Crash","Wellington Region","09","Upper Hutt City","045",7
"1085",2021,"Serious Crash","Wellington Region","09","Wellington City","047",49
"1086",2021,"Serious Crash","West Coast Region","12","Buller District","055",6
"1087",2021,"Serious Crash","West Coast Region","12","Grey District","056",5
"1088",2021,"Serious Crash","West Coast Region","12","Westland District","057",1
"1089",2022,"Fatal Crash","Auckland Region","02","Auckland","076",31
"1090",2022,"Fatal Crash","Bay of Plenty Region","04","Rotorua District","024",5
"1091",2022,"Fatal Crash","Bay of Plenty Region","04","Tauranga City","023",3
"1092",2022,"Fatal Crash","Bay of Plenty Region","04","Western Bay of Plenty District","022",7
"1093",2022,"Fatal Crash","Bay of Plenty Region","04","Whakatane District","025",4
"1094",2022,"Fatal Crash","Bay of Plenty Region","04","Ōpōtiki District","027",3
"1095",2022,"Fatal Crash","Canterbury Region","13","Ashburton District","063",2
"1096",2022,"Fatal Crash","Canterbury Region","13","Christchurch City","060",4
"1097",2022,"Fatal Crash","Canterbury Region","13","Hurunui District","058",1
"1098",2022,"Fatal Crash","Canterbury Region","13","Kaikoura District","054",1
"1099",2022,"Fatal Crash","Canterbury Region","13","Mackenzie District","065",1
"1100",2022,"Fatal Crash","Canterbury Region","13","Selwyn District","062",1
"1101",2022,"Fatal Crash","Canterbury Region","13","Timaru District","064",5
"1102",2022,"Fatal Crash","Canterbury Region","13","Waimakariri District","059",1
"1103",2022,"Fatal Crash","Canterbury Region","13","Waimate District","066",2
"1104",2022,"Fatal Crash","Canterbury Region","13","Waitaki District","068",1
"1105",2022,"Fatal Crash","Gisborne Region","05","Gisborne District","028",6
"1106",2022,"Fatal Crash","Hawke's Bay Region","06","Hastings District","030",7
"1107",2022,"Fatal Crash","Hawke's Bay Region","06","Napier City","031",3
"1108",2022,"Fatal Crash","Hawke's Bay Region","06","Rangitikei District","038",1
"1109",2022,"Fatal Crash","Hawke's Bay Region","06","Wairoa District","029",1
"1110",2022,"Fatal Crash","Manawatū-Whanganui Region","08","Horowhenua District","042",7
"1111",2022,"Fatal Crash","Manawatū-Whanganui Region","08","Manawatu District","039",8
"1112",2022,"Fatal Crash","Manawatū-Whanganui Region","08","Palmerston North City","040",5
"1113",2022,"Fatal Crash","Manawatū-Whanganui Region","08","Rangitikei District","038",4
"1114",2022,"Fatal Crash","Manawatū-Whanganui Region","08","Ruapehu District","036",1
"1115",2022,"Fatal Crash","Manawatū-Whanganui Region","08","Tararua District","041",4
"1116",2022,"Fatal Crash","Marlborough Region","18","Marlborough District","053",8
"1117",2022,"Fatal Crash","Nelson Region","17","Nelson City","052",1
"1118",2022,"Fatal Crash","Northland Region","01","Far North District","001",12
"1119",2022,"Fatal Crash","Northland Region","01","Kaipara District","003",4
"1120",2022,"Fatal Crash","Northland Region","01","Whangarei District","002",9
"1121",2022,"Fatal Crash","Otago Region","14","Central Otago District","069",2
"1122",2022,"Fatal Crash","Otago Region","14","Clutha District","072",2
"1123",2022,"Fatal Crash","Otago Region","14","Dunedin City","071",3
"1124",2022,"Fatal Crash","Otago Region","14","Queenstown-Lakes District","070",1
"1125",2022,"Fatal Crash","Otago Region","14","Waitaki District","068",2
"1126",2022,"Fatal Crash","Southland Region","15","Gore District","074",1
"1127",2022,"Fatal Crash","Southland Region","15","Invercargill City","075",2
"1128",2022,"Fatal Crash","Southland Region","15","Southland District","073",6
"1129",2022,"Fatal Crash","Taranaki Region","07","New Plymouth District","033",8
"1130",2022,"Fatal Crash","Taranaki Region","07","South Taranaki District","035",2
"1131",2022,"Fatal Crash","Taranaki Region","07","Stratford District","034",1
"1132",2022,"Fatal Crash","Tasman Region","16","Tasman District","051",3
"1133",2022,"Fatal Crash","Waikato Region","03","Hamilton City","016",4
"1134",2022,"Fatal Crash","Waikato Region","03","Hauraki District","012",3
"1135",2022,"Fatal Crash","Waikato Region","03","Matamata-Piako District","015",9
"1136",2022,"Fatal Crash","Waikato Region","03","South Waikato District","019",5
"1137",2022,"Fatal Crash","Waikato Region","03","Taupo District","021",11
"1138",2022,"Fatal Crash","Waikato Region","03","Thames-Coromandel District","011",1
"1139",2022,"Fatal Crash","Waikato Region","03","Waikato District","013",16
"1140",2022,"Fatal Crash","Waikato Region","03","Waipa District","017",5
"1141",2022,"Fatal Crash","Waikato Region","03","Waitomo District","020",3
"1142",2022,"Fatal Crash","Waikato Region","03","Ōtorohanga District","018",3
"1143",2022,"Fatal Crash","Wellington Region","09","Carterton District","049",1
"1144",2022,"Fatal Crash","Wellington Region","09","Masterton District","048",2
"1145",2022,"Fatal Crash","Wellington Region","09","Porirua City","044",1
"1146",2022,"Fatal Crash","Wellington Region","09","Wellington City","047",3
"1147",2022,"Fatal Crash","West Coast Region","12","Buller District","055",3
"1148",2022,"Fatal Crash","West Coast Region","12","Grey District","056",2
"1149",2022,"Fatal Crash","West Coast Region","12","Westland District","057",1
"1150",2022,"Minor Crash","Auckland Region","02","Auckland","076",1672
"1151",2022,"Minor Crash","Bay of Plenty Region","04","Kawerau District","026",5
"1152",2022,"Minor Crash","Bay of Plenty Region","04","Rotorua District","024",102
"1153",2022,"Minor Crash","Bay of Plenty Region","04","Taupo District","021",2
"1154",2022,"Minor Crash","Bay of Plenty Region","04","Tauranga City","023",97
"1155",2022,"Minor Crash","Bay of Plenty Region","04","Western Bay of Plenty District","022",77
"1156",2022,"Minor Crash","Bay of Plenty Region","04","Whakatane District","025",61
"1157",2022,"Minor Crash","Bay of Plenty Region","04","Ōpōtiki District","027",16
"1158",2022,"Minor Crash","Canterbury Region","13","Ashburton District","063",54
"1159",2022,"Minor Crash","Canterbury Region","13","Christchurch City","060",352
"1160",2022,"Minor Crash","Canterbury Region","13","Hurunui District","058",32
"1161",2022,"Minor Crash","Canterbury Region","13","Kaikoura District","054",8
"1162",2022,"Minor Crash","Canterbury Region","13","Mackenzie District","065",9
"1163",2022,"Minor Crash","Canterbury Region","13","Selwyn District","062",45
"1164",2022,"Minor Crash","Canterbury Region","13","Timaru District","064",46
"1165",2022,"Minor Crash","Canterbury Region","13","Waimakariri District","059",35
"1166",2022,"Minor Crash","Canterbury Region","13","Waimate District","066",13
"1167",2022,"Minor Crash","Canterbury Region","13","Waitaki District","068",4
"1168",2022,"Minor Crash","Gisborne Region","05","Gisborne District","028",96
"1169",2022,"Minor Crash","Hawke's Bay Region","06","Central Hawke's Bay District","032",31
"1170",2022,"Minor Crash","Hawke's Bay Region","06","Hastings District","030",133
"1171",2022,"Minor Crash","Hawke's Bay Region","06","Napier City","031",92
"1172",2022,"Minor Crash","Hawke's Bay Region","06","Taupo District","021",2
"1173",2022,"Minor Crash","Hawke's Bay Region","06","Wairoa District","029",23
"1174",2022,"Minor Crash","Manawatū-Whanganui Region","08","Horowhenua District","042",67
"1175",2022,"Minor Crash","Manawatū-Whanganui Region","08","Manawatu District","039",73
"1176",2022,"Minor Crash","Manawatū-Whanganui Region","08","Palmerston North City","040",137
"1177",2022,"Minor Crash","Manawatū-Whanganui Region","08","Rangitikei District","038",43
"1178",2022,"Minor Crash","Manawatū-Whanganui Region","08","Ruapehu District","036",33
"1179",2022,"Minor Crash","Manawatū-Whanganui Region","08","Tararua District","041",49
"1180",2022,"Minor Crash","Manawatū-Whanganui Region","08","Waitomo District","020",1
"1181",2022,"Minor Crash","Manawatū-Whanganui Region","08","Whanganui District","037",104
"1182",2022,"Minor Crash","Marlborough Region","18","Marlborough District","053",50
"1183",2022,"Minor Crash","Nelson Region","17","Nelson City","052",65
"1184",2022,"Minor Crash","Northland Region","01","Far North District","001",143
"1185",2022,"Minor Crash","Northland Region","01","Kaipara District","003",40
"1186",2022,"Minor Crash","Northland Region","01","Whangarei District","002",149
"1187",2022,"Minor Crash","Otago Region","14","Central Otago District","069",26
"1188",2022,"Minor Crash","Otago Region","14","Clutha District","072",52
"1189",2022,"Minor Crash","Otago Region","14","Dunedin City","071",194
"1190",2022,"Minor Crash","Otago Region","14","Queenstown-Lakes District","070",32
"1191",2022,"Minor Crash","Otago Region","14","Waitaki District","068",37
"1192",2022,"Minor Crash","Southland Region","15","Gore District","074",25
"1193",2022,"Minor Crash","Southland Region","15","Invercargill City","075",128
"1194",2022,"Minor Crash","Southland Region","15","Southland District","073",61
"1195",2022,"Minor Crash","Taranaki Region","07","New Plymouth District","033",132
"1196",2022,"Minor Crash","Taranaki Region","07","South Taranaki District","035",58
"1197",2022,"Minor Crash","Taranaki Region","07","Stratford District","034",15
"1198",2022,"Minor Crash","Tasman Region","16","Tasman District","051",59
"1199",2022,"Minor Crash","Waikato Region","03","Hamilton City","016",202
"1200",2022,"Minor Crash","Waikato Region","03","Hauraki District","012",50
"1201",2022,"Minor Crash","Waikato Region","03","Matamata-Piako District","015",85
"1202",2022,"Minor Crash","Waikato Region","03","Rotorua District","024",21
"1203",2022,"Minor Crash","Waikato Region","03","South Waikato District","019",79
"1204",2022,"Minor Crash","Waikato Region","03","Taupo District","021",84
"1205",2022,"Minor Crash","Waikato Region","03","Thames-Coromandel District","011",48
"1206",2022,"Minor Crash","Waikato Region","03","Waikato District","013",206
"1207",2022,"Minor Crash","Waikato Region","03","Waipa District","017",93
"1208",2022,"Minor Crash","Waikato Region","03","Waitomo District","020",35
"1209",2022,"Minor Crash","Waikato Region","03","Ōtorohanga District","018",38
"1210",2022,"Minor Crash","Wellington Region","09","Carterton District","049",15
"1211",2022,"Minor Crash","Wellington Region","09","Kapiti Coast District","043",33
"1212",2022,"Minor Crash","Wellington Region","09","Lower Hutt City","046",138
"1213",2022,"Minor Crash","Wellington Region","09","Masterton District","048",39
"1214",2022,"Minor Crash","Wellington Region","09","Porirua City","044",71
"1215",2022,"Minor Crash","Wellington Region","09","South Wairarapa District","050",22
"1216",2022,"Minor Crash","Wellington Region","09","Upper Hutt City","045",29
"1217",2022,"Minor Crash","Wellington Region","09","Wellington City","047",171
"1218",2022,"Minor Crash","West Coast Region","12","Buller District","055",24
"1219",2022,"Minor Crash","West Coast Region","12","Grey District","056",17
"1220",2022,"Minor Crash","West Coast Region","12","Westland District","057",7
"1221",2022,"Non-Injury Crash","Area Outside Region","99","Chatham Islands Territory","067",4
"1222",2022,"Non-Injury Crash","Auckland Region","02","Auckland","076",3620
"1223",2022,"Non-Injury Crash","Bay of Plenty Region","04","Kawerau District","026",8
"1224",2022,"Non-Injury Crash","Bay of Plenty Region","04","Rotorua District","024",220
"1225",2022,"Non-Injury Crash","Bay of Plenty Region","04","Taupo District","021",2
"1226",2022,"Non-Injury Crash","Bay of Plenty Region","04","Tauranga City","023",265
"1227",2022,"Non-Injury Crash","Bay of Plenty Region","04","Western Bay of Plenty District","022",111
"1228",2022,"Non-Injury Crash","Bay of Plenty Region","04","Whakatane District","025",126
"1229",2022,"Non-Injury Crash","Bay of Plenty Region","04","Ōpōtiki District","027",46
"1230",2022,"Non-Injury Crash","Canterbury Region","13","Ashburton District","063",69
"1231",2022,"Non-Injury Crash","Canterbury Region","13","Christchurch City","060",628
"1232",2022,"Non-Injury Crash","Canterbury Region","13","Hurunui District","058",47
"1233",2022,"Non-Injury Crash","Canterbury Region","13","Kaikoura District","054",14
"1234",2022,"Non-Injury Crash","Canterbury Region","13","Mackenzie District","065",28
"1235",2022,"Non-Injury Crash","Canterbury Region","13","Selwyn District","062",80
"1236",2022,"Non-Injury Crash","Canterbury Region","13","Timaru District","064",105
"1237",2022,"Non-Injury Crash","Canterbury Region","13","Waimakariri District","059",66
"1238",2022,"Non-Injury Crash","Canterbury Region","13","Waimate District","066",22
"1239",2022,"Non-Injury Crash","Canterbury Region","13","Waitaki District","068",10
"1240",2022,"Non-Injury Crash","Gisborne Region","05","Gisborne District","028",235
"1241",2022,"Non-Injury Crash","Hawke's Bay Region","06","Central Hawke's Bay District","032",57
"1242",2022,"Non-Injury Crash","Hawke's Bay Region","06","Hastings District","030",326
"1243",2022,"Non-Injury Crash","Hawke's Bay Region","06","Napier City","031",207
"1244",2022,"Non-Injury Crash","Hawke's Bay Region","06","Taupo District","021",6
"1245",2022,"Non-Injury Crash","Hawke's Bay Region","06","Wairoa District","029",53
"1246",2022,"Non-Injury Crash","Manawatū-Whanganui Region","08","Horowhenua District","042",123
"1247",2022,"Non-Injury Crash","Manawatū-Whanganui Region","08","Manawatu District","039",123
"1248",2022,"Non-Injury Crash","Manawatū-Whanganui Region","08","Palmerston North City","040",287
"1249",2022,"Non-Injury Crash","Manawatū-Whanganui Region","08","Rangitikei District","038",94
"1250",2022,"Non-Injury Crash","Manawatū-Whanganui Region","08","Ruapehu District","036",66
"1251",2022,"Non-Injury Crash","Manawatū-Whanganui Region","08","Stratford District","034",1
"1252",2022,"Non-Injury Crash","Manawatū-Whanganui Region","08","Tararua District","041",109
"1253",2022,"Non-Injury Crash","Manawatū-Whanganui Region","08","Whanganui District","037",191
"1254",2022,"Non-Injury Crash","Marlborough Region","18","Marlborough District","053",121
"1255",2022,"Non-Injury Crash","Nelson Region","17","Nelson City","052",108
"1256",2022,"Non-Injury Crash","Northland Region","01","Far North District","001",232
"1257",2022,"Non-Injury Crash","Northland Region","01","Kaipara District","003",65
"1258",2022,"Non-Injury Crash","Northland Region","01","Whangarei District","002",263
"1259",2022,"Non-Injury Crash","Otago Region","14","Central Otago District","069",50
"1260",2022,"Non-Injury Crash","Otago Region","14","Clutha District","072",81
"1261",2022,"Non-Injury Crash","Otago Region","14","Dunedin City","071",363
"1262",2022,"Non-Injury Crash","Otago Region","14","Queenstown-Lakes District","070",62
"1263",2022,"Non-Injury Crash","Otago Region","14","Waitaki District","068",71
"1264",2022,"Non-Injury Crash","Southland Region","15","Gore District","074",50
"1265",2022,"Non-Injury Crash","Southland Region","15","Invercargill City","075",194
"1266",2022,"Non-Injury Crash","Southland Region","15","Southland District","073",97
"1267",2022,"Non-Injury Crash","Taranaki Region","07","New Plymouth District","033",237
"1268",2022,"Non-Injury Crash","Taranaki Region","07","South Taranaki District","035",80
"1269",2022,"Non-Injury Crash","Taranaki Region","07","Stratford District","034",32
"1270",2022,"Non-Injury Crash","Tasman Region","16","Tasman District","051",110
"1271",2022,"Non-Injury Crash","Waikato Region","03","Hamilton City","016",423
"1272",2022,"Non-Injury Crash","Waikato Region","03","Hauraki District","012",77
"1273",2022,"Non-Injury Crash","Waikato Region","03","Matamata-Piako District","015",160
"1274",2022,"Non-Injury Crash","Waikato Region","03","Rotorua District","024",18
"1275",2022,"Non-Injury Crash","Waikato Region","03","South Waikato District","019",145
"1276",2022,"Non-Injury Crash","Waikato Region","03","Taupo District","021",158
"1277",2022,"Non-Injury Crash","Waikato Region","03","Thames-Coromandel District","011",69
"1278",2022,"Non-Injury Crash","Waikato Region","03","Waikato District","013",271
"1279",2022,"Non-Injury Crash","Waikato Region","03","Waipa District","017",128
"1280",2022,"Non-Injury Crash","Waikato Region","03","Waitomo District","020",45
"1281",2022,"Non-Injury Crash","Waikato Region","03","Ōtorohanga District","018",40
"1282",2022,"Non-Injury Crash","Wellington Region","09","Carterton District","049",27
"1283",2022,"Non-Injury Crash","Wellington Region","09","Kapiti Coast District","043",77
"1284",2022,"Non-Injury Crash","Wellington Region","09","Lower Hutt City","046",333
"1285",2022,"Non-Injury Crash","Wellington Region","09","Masterton District","048",70
"1286",2022,"Non-Injury Crash","Wellington Region","09","Porirua City","044",183
"1287",2022,"Non-Injury Crash","Wellington Region","09","South Wairarapa District","050",23
"1288",2022,"Non-Injury Crash","Wellington Region","09","Upper Hutt City","045",81
"1289",2022,"Non-Injury Crash","Wellington Region","09","Wellington City","047",420
"1290",2022,"Non-Injury Crash","West Coast Region","12","Buller District","055",36
"1291",2022,"Non-Injury Crash","West Coast Region","12","Grey District","056",39
"1292",2022,"Non-Injury Crash","West Coast Region","12","Westland District","057",15
"1293",2022,"Serious Crash","Auckland Region","02","Auckland","076",364
"1294",2022,"Serious Crash","Bay of Plenty Region","04","Rotorua District","024",16
"1295",2022,"Serious Crash","Bay of Plenty Region","04","Taupo District","021",2
"1296",2022,"Serious Crash","Bay of Plenty Region","04","Tauranga City","023",19
"1297",2022,"Serious Crash","Bay of Plenty Region","04","Western Bay of Plenty District","022",23
"1298",2022,"Serious Crash","Bay of Plenty Region","04","Whakatane District","025",28
"1299",2022,"Serious Crash","Bay of Plenty Region","04","Ōpōtiki District","027",8
"1300",2022,"Serious Crash","Canterbury Region","13","Ashburton District","063",11
"1301",2022,"Serious Crash","Canterbury Region","13","Christchurch City","060",81
"1302",2022,"Serious Crash","Canterbury Region","13","Hurunui District","058",8
"1303",2022,"Serious Crash","Canterbury Region","13","Kaikoura District","054",6
"1304",2022,"Serious Crash","Canterbury Region","13","Mackenzie District","065",1
"1305",2022,"Serious Crash","Canterbury Region","13","Selwyn District","062",21
"1306",2022,"Serious Crash","Canterbury Region","13","Timaru District","064",14
"1307",2022,"Serious Crash","Canterbury Region","13","Waimakariri District","059",9
"1308",2022,"Serious Crash","Canterbury Region","13","Waimate District","066",6
"1309",2022,"Serious Crash","Canterbury Region","13","Waitaki District","068",2
"1310",2022,"Serious Crash","Gisborne Region","05","Gisborne District","028",26
"1311",2022,"Serious Crash","Hawke's Bay Region","06","Central Hawke's Bay District","032",13
"1312",2022,"Serious Crash","Hawke's Bay Region","06","Hastings District","030",33
"1313",2022,"Serious Crash","Hawke's Bay Region","06","Napier City","031",18
"1314",2022,"Serious Crash","Hawke's Bay Region","06","Taupo District","021",1
"1315",2022,"Serious Crash","Hawke's Bay Region","06","Wairoa District","029",14
"1316",2022,"Serious Crash","Manawatū-Whanganui Region","08","Horowhenua District","042",20
"1317",2022,"Serious Crash","Manawatū-Whanganui Region","08","Manawatu District","039",28
"1318",2022,"Serious Crash","Manawatū-Whanganui Region","08","Palmerston North City","040",21
"1319",2022,"Serious Crash","Manawatū-Whanganui Region","08","Rangitikei District","038",18
"1320",2022,"Serious Crash","Manawatū-Whanganui Region","08","Ruapehu District","036",15
"1321",2022,"Serious Crash","Manawatū-Whanganui Region","08","Tararua District","041",14
"1322",2022,"Serious Crash","Manawatū-Whanganui Region","08","Waitomo District","020",1
"1323",2022,"Serious Crash","Manawatū-Whanganui Region","08","Whanganui District","037",27
"1324",2022,"Serious Crash","Marlborough Region","18","Marlborough District","053",14
"1325",2022,"Serious Crash","Nelson Region","17","Nelson City","052",10
"1326",2022,"Serious Crash","Northland Region","01","Far North District","001",54
"1327",2022,"Serious Crash","Northland Region","01","Kaipara District","003",18
"1328",2022,"Serious Crash","Northland Region","01","Whangarei District","002",32
"1329",2022,"Serious Crash","Otago Region","14","Central Otago District","069",9
"1330",2022,"Serious Crash","Otago Region","14","Clutha District","072",24
"1331",2022,"Serious Crash","Otago Region","14","Dunedin City","071",34
"1332",2022,"Serious Crash","Otago Region","14","Queenstown-Lakes District","070",7
"1333",2022,"Serious Crash","Otago Region","14","Waitaki District","068",9
"1334",2022,"Serious Crash","Southland Region","15","Gore District","074",5
"1335",2022,"Serious Crash","Southland Region","15","Invercargill City","075",18
"1336",2022,"Serious Crash","Southland Region","15","Southland District","073",21
"1337",2022,"Serious Crash","Taranaki Region","07","New Plymouth District","033",31
"1338",2022,"Serious Crash","Taranaki Region","07","South Taranaki District","035",19
"1339",2022,"Serious Crash","Taranaki Region","07","Stratford District","034",8
"1340",2022,"Serious Crash","Tasman Region","16","Tasman District","051",19
"1341",2022,"Serious Crash","Waikato Region","03","Hamilton City","016",40
"1342",2022,"Serious Crash","Waikato Region","03","Hauraki District","012",22
"1343",2022,"Serious Crash","Waikato Region","03","Matamata-Piako District","015",30
"1344",2022,"Serious Crash","Waikato Region","03","Rotorua District","024",4
"1345",2022,"Serious Crash","Waikato Region","03","South Waikato District","019",19
"1346",2022,"Serious Crash","Waikato Region","03","Taupo District","021",29
"1347",2022,"Serious Crash","Waikato Region","03","Thames-Coromandel District","011",19
"1348",2022,"Serious Crash","Waikato Region","03","Waikato District","013",48
"1349",2022,"Serious Crash","Waikato Region","03","Waipa District","017",17
"1350",2022,"Serious Crash","Waikato Region","03","Waitomo District","020",11
"1351",2022,"Serious Crash","Waikato Region","03","Ōtorohanga District","018",4
"1352",2022,"Serious Crash","Wellington Region","09","Carterton District","049",5
"1353",2022,"Serious Crash","Wellington Region","09","Kapiti Coast District","043",10
"1354",2022,"Serious Crash","Wellington Region","09","Lower Hutt City","046",24
